ID,Name,Sex,Height,Weight
835,"Phillip Maxwell ""Phil"" Adams",M,1.63,93.0
836,Platt Adams,M,1.88,78.0
837,Rachael Alexis Adams,F,1.88,81.0
838,Ralph Andrew Adams,M,1.7,56.0
839,Robert P. Adams,M,1.88,85.0
841,Walter Adams,M,1.72,67.0
844,"William Edward ""Willie"" Adams",M,1.98,93.0
846,Valerie Kasanita Adams-Vili (-Price),F,1.93,120.0
847,Morten Gundro Adamsen,M,1.81,84.0
848,Antoni Adamski,M,1.79,74.0
849,Filip Kamil Adamski,M,1.89,87.0
851,Jerzy Adamski,M,1.71,58.0
853,Per Anders Adamson,M,1.77,68.0
854,Derrick Adamson,M,1.77,72.0
855,"James Nicholas ""Nick"" Adamson",M,1.83,74.0
856,Per Owe Adamson,M,1.71,65.0
858,Charles Adamu,M,1.7,81.0
860,Dariusz Adamus,M,1.85,94.0
861,Jos Carlos Adn Arias,M,1.66,57.0
862,Nenita Adan,F,1.6,49.0
863,Aboukar Hassan Adani,M,1.65,59.0
864,Yasemin Adar,F,1.8,75.0
867,"Christopher Thomas ""Chris"" Adcock",M,1.83,80.0
868,"Frances ""Fran"" Adcock",F,1.78,72.0
870,"William Arthur ""Bill"" Adcocks",M,1.68,55.0
871,Berkane Lakhdar Adda,M,1.78,78.0
873,Mehdi Addadi,M,1.79,70.0
876,Jean Renaud Adde,M,1.81,70.0
877,Yannick Adde,M,1.95,115.0
878,Hamida Addche,M,1.64,56.0
879,Corran Descy Addison,M,1.7,65.0
880,Roy Addison,M,1.77,75.0
881,"Joseph ""Joe"" Addo",M,1.82,81.0
882,Simon Addo,M,1.8,79.0
883,Charles Addo-Odametey,M,1.7,67.0
885,"Robert Charles ""Bob"" Addy",M,1.91,76.0
886,Ebenezer Charles O. Addy,M,1.78,70.0
887,James Aryee Addy,M,1.83,75.0
888,Jangy McKinley Addy,M,1.88,88.0
889,Mercy Addy,F,1.61,58.0
894,James Adede,M,1.62,92.0
896,Olubayo Adefemi,M,1.81,82.0
897,Lawrence Adegbeingbe,M,1.81,66.0
898,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,1.86,77.0
900,Oluwakemi 'Kemi' Adekoya,F,1.66,63.0
901,Amos Ojo Adekunle,M,1.4,48.0
902,Odunayo Folasade Adekuoroye,F,1.69,53.0
903,Carolyn Adel,F,1.63,52.0
906,Peter Adelaar,M,2.13,135.0
907,Irfan Adelbi,M,1.85,90.0
908,"Ayodele ""Dele"" Adeleye",M,1.9,80.0
909,Andr Adelheim,M,1.77,70.0
912,Beatrice Adelizzi,F,1.75,67.0
915,Abrar Osman Adem,M,1.68,58.0
916,Biko Adema,M,1.77,85.0
917,Joost Adema,M,2.02,91.0
918,Ademir Roque Kaefer,M,1.79,74.0
919,Hoche Yaya Aden,M,1.8,47.0
920,Ibrahim Mohamed Aden Gedi,M,1.78,75.0
921,Jama Awil Aden,M,1.76,69.0
922,Jama Mohamed Aden,M,1.8,68.0
923,Olapade Charles Adeniken,M,1.86,78.0
924,Aminat Oluwafunmilayo Adeniyi,F,1.65,58.0
925,Adenzia Aparecida Ferreira da Silva,F,1.87,65.0
926,Esau Adenji,M,1.77,70.0
927,Margaret Adetutu Adeoye,F,1.62,65.0
928,Alfred Ader,M,1.66,60.0
929,Berhane Adere Debala,F,1.7,50.0
934,Adeoye Adetunji,M,1.74,71.0
936,Isiaq Adeyanju,M,1.62,65.0
939,Kamal Bahadur Adhikari,M,1.63,69.0
941,Paul Adiga,M,1.76,74.0
942,Moriam Seun Adigun,F,1.53,52.0
943,Arman Adikyan,M,1.68,66.0
944,Haydy Morsy Adil,F,1.68,58.0
945,Mirza Adil,M,1.77,73.0
946,Adel Mohamed Adili,M,1.76,65.0
947,Adilson de Freitas Nascimento,M,1.95,88.0
948,Hammed Adio,M,1.85,63.0
950,Ilana Adir (-Kamarshik),F,1.65,58.0
951,Evelyn Adiru,F,1.62,50.0
953,Franck Adisson,M,1.8,70.0
954,Adiyasambuu Tsolmon,F,1.65,65.0
959,Christian Donfack Adjoufack,M,1.75,80.0
960,Amanda Jo Adkins (-Schneider),F,1.73,61.0
961,"Bradley Don ""Brad"" Adkins",M,1.88,80.0
963,Derrick Ralph Adkins,M,1.88,80.0
965,Alan Adler,M,1.86,80.0
966,Daniel Adler,M,1.8,72.0
967,Egon Adler,M,1.72,62.0
970,Lena Kristina Adler,F,1.62,56.0
971,Uwe Adler,M,1.82,77.0
976,Jonna Eva-Maj Adlerteg,F,1.53,38.0
979,Hans Adlhoch,M,1.77,70.0
980,"Rebecca ""Becky"" Adlington",F,1.79,70.0
981,Katrin Adlkofer,F,1.77,62.0
982,Hamdi Adly El-Seoudi Ibrahim,M,1.94,82.0
984,Jane Admans,F,1.65,53.0
985,Megra Admassou,M,1.77,65.0
987,Khadour Adnan,M,1.73,81.0
989,Gadi Ado,M,1.73,61.0
991,Christopher Silas Adolf,M,1.68,59.0
996,Karl Tage Herbert Adolfsson,M,1.82,72.0
997,Lars Olof Melker Adolfsson,M,1.83,81.0
1000,Dainius Adomaitis,M,2.02,100.0
1001,Svajnas Adomaitis,M,1.75,55.0
1002,Daniel Adomako,M,1.7,69.0
1003,Lena Annika Adomat,F,1.62,56.0
1004,Aurimas Adomaviius,M,2.04,100.0
1005,Neil Isaac Adonis,M,1.82,93.0
1008,Jnos Adorjn,M,1.92,83.0
1009,William Adornado,M,1.87,77.0
1010,Jean-Luc Adorno,M,1.8,64.0
1011,Omar Adorno,M,1.6,51.0
1012,Rubn Adorno Melndez,M,1.9,91.0
1013,Barthelmy Adoukonu,M,1.6,55.0
1014,Martin Natchaba Adouna,M,1.67,68.0
1017,Nathan Ghar-Jun Adrian,M,1.98,100.0
1018,Vera Adrian,F,1.68,57.0
1019,Selvyana Adrian-Sofyan,F,1.51,52.0
1020,Adriana Aparecida dos Santos,F,1.8,61.0
1021,"Eduardo ""Bto"" Adriana",M,1.76,120.0
1022,Sharnol Leonard Adriana,M,1.85,95.0
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,1.7,65.0
1024,Elisngela Maria Adriano,F,1.8,96.0
1025,Attila Adrovicz,M,1.89,87.0
1027,Mark J. Adshead,M,1.73,65.0
1028,"Fredua Koranteng ""Freddy"" Adu",M,1.7,66.0
1030,Martha Adusei,F,1.65,64.0
1031,Aduuchiin Baatarkh,M,1.85,82.0
1032,Serhiy Mykolaiovych Advena,M,1.9,82.0
1033,Adyaagiin Jgdernamjil,M,1.54,52.0
1035,Erkin Adylbek uulu,M,1.9,80.0
1036,Olga Olegovna Adzhigerskaya,F,1.92,65.0
1037,Rustam Iwanovych Adzhy,M,1.75,69.0
1038,orbergur Aalsteinsson,M,1.9,90.0
1039,Silulu A'etonu (-Grey),F,1.7,59.0
1043,Regula Aebi (-Anliker),F,1.7,58.0
1046,Klaus Aeffke,M,1.89,82.0
1048,Eduard Aellig,M,1.81,93.0
1050,Hansjrg Aemisegger,M,1.75,75.0
1052,Jasper Aerents,M,1.91,86.0
1056,Mario Aerts,M,1.82,68.0
1057,Sara Aerts,F,1.82,64.0
1058,Andreas Aeschbach,M,1.78,67.0
1059,Marianne Aeschbacher,F,1.66,50.0
1060,Marita Aeschbacher,F,1.73,64.0
1067,Hamed Afagh Eslamieh,M,1.88,82.0
1068,Brian O'Neill Afanador Prez,M,1.75,68.0
1069,Nikolay Konstantinovich Afanasyev,M,1.87,80.0
1070,Valery Yevgenyevich Afanasyev,M,1.75,79.0
1071,Kseniya Dmitriyevna Afanasyeva,F,1.58,48.0
1072,Yelena Aleksandrovna Afanasyeva (Vlasova-),F,1.64,56.0
1073,Mustapha Afandi,M,1.75,74.0
1074,Khairulnizam Mohd Afendy,M,1.82,70.0
1075,Abel Aferalign,M,1.69,54.0
1078,Franois Jacques Affolter,M,1.86,74.0
1079,Konrad Affolter,M,1.87,87.0
1080,Ahmed Afghan,M,1.8,82.0
1082,Ahmed Afifi,M,1.94,92.0
1084,Shimaa Afifi,F,1.63,54.0
1086,Madjid Aflaki Khamesh,M,1.84,77.0
1087,Evelina Afoa,F,1.62,60.0
1088,"Olabisi ""Bisi"" Afolabi",F,1.8,62.0
1089,Vladimir Afonin,M,1.89,67.0
1091,Nuno Miguel Figueiredo Afonso,M,1.9,85.0
1092,Paixo Afonso,M,1.76,80.0
1093,Marina Anatolyevna Aframeyeva,F,1.71,62.0
1094,Felicia Afrsiloaie (-Jitianu),F,1.78,70.0
1095,Cecil Sebastian Afrika,M,1.75,75.0
1096,Hannah Afriyie,F,1.65,52.0
1097,Georgios Afroudakis,M,1.94,103.0
1098,Khristos Afroudakis,M,1.88,88.0
1099,Mehrdad Afsharian Tarshiz,M,1.72,69.0
1102,Muhammad Afzal,M,1.69,78.0
1103,Muhammad Afzal,M,1.84,69.0
1104,Muhammad Afzal Manna,M,1.73,76.0
1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,1.93,104.0
1108,Drago Agache,M,1.75,75.0
1109,Lavinia Agache (-Carney),F,1.48,40.0
1110,Aleksandr Agafonov,M,1.9,86.0
1112,Alphonsine Agahozo,F,1.6,50.0
1113,Victor Okechukwu Agali,M,1.93,82.0
1114,Luca Agamennoni,M,1.87,93.0
1116,Eldijana Dana Aganovi (-Bentsen),F,1.73,59.0
1117,Gennady Mikhaylovich Agapov,M,1.81,76.0
1118,Francilla Agar (-Schofield),F,1.7,55.0
1120,"Steven Kirwan ""Steve"" Agar",M,1.82,72.0
1121,Arturo Ernesto Agard,M,1.95,96.0
1122,Andre Kirk Agassi,M,1.8,80.0
1123,Arthure Agathine,M,1.8,72.0
1125,Rstm Aayev,M,1.86,96.0
1126,Vilayt Aayev,M,1.68,62.0
1128,Gladstone Agbamu,M,1.79,74.0
1129,Leopold Agbazo,M,1.59,54.0
1130,Ajayi Agbebaku,M,1.85,80.0
1131,Clarisse Agbegnenou,F,1.64,66.0
1132,Agberto Correa de Matos,M,1.93,97.0
1133,Sonya Agbssi,F,1.67,66.0
1135,Francis Agbo,M,1.84,66.0
1136,"Jos V. Agdamag, Jr.",M,1.63,61.0
1139,Craig John Agena,M,1.7,66.0
1140,Ronald Jean-Martin Agnor,M,1.8,79.0
1142,Wendy Caroline Ager-Grant,F,1.63,55.0
1143,Jesper Agergrd Jensen,M,1.8,69.0
1147,Viktor Ivanovich Ageyev,M,1.84,80.0
1148,Krishnan Kumar Aggarwal,M,1.67,55.0
1149,Neha Aggarwal,F,1.7,67.0
1152,Khoudir Aggoune,M,1.75,66.0
1153,Edward Jeff Aggrey-Fynn,M,1.8,74.0
1154,Adalbert Agh,M,1.86,90.0
1155,Istvn gh,M,1.76,82.0
1156,Norbert gh,M,1.94,78.0
1157,Olivr gh,M,1.87,78.0
1158,Mamed Aghaev,M,1.77,84.0
1159,Julius Aghahowa,M,1.73,75.0
1160,Nasser Aghaie,M,1.6,51.0
1162,Levon Aghasyan,M,1.93,75.0
1163,Joseph Aghoghovbia,M,1.9,83.0
1164,Naroa Agirre Kamio,F,1.77,63.0
1165,Vladimir Agishev,M,1.71,70.0
1166,Joanna Jane Agius,F,1.7,61.0
1167,Neil Agius,M,1.68,65.0
1169,Marilyn Agliotti,F,1.72,58.0
1170,Aurlien Agnan,M,1.71,62.0
1173,Yannick Agnel,M,2.02,90.0
1175,Claudio Agnisetta,M,1.65,64.0
1177,Kally Agogo,M,1.82,82.0
1178,"Jeffrey Allan ""Jeff"" Agoos",M,1.75,79.0
1180,Marc Agosta,M,1.73,60.0
1182,Pedro Emanuel Costa Agostinho,M,1.74,64.0
1183,Dante Agostini,M,1.73,68.0
1185,"Michael George Raymond ""Mike"" Agostini",M,1.71,66.0
1186,Paul Agostino,M,1.84,84.0
1190,Simon Agoston,M,1.79,64.0
1191,Judit goston-Mendelnyi,F,1.64,62.0
1194,Eduardo Nilton Agra Galvo,M,1.94,78.0
1195,Salvador Jos Milhazes Agra,M,1.68,70.0
1196,Anna Agrafioti,F,1.78,76.0
1198,Jess Agramonte Terry,M,1.91,80.0
1202,Ulrika Maria gren,F,1.76,74.0
1203,Renzo Pasquale Zeglio Agresta,M,1.81,76.0
1204,Lindy Brigitte Agricole (Leveau-),F,1.75,70.0
1205,Christel Agrikola,F,1.73,66.0
1206,Georg Agrikola,M,1.95,89.0
1207,Georgios Agrimanakis,M,1.73,64.0
1209,Laura Agront Snchez-Pimion (-Hobbs),F,1.79,57.0
1210,Spyros Agrotis,M,1.7,59.0
1212,Ral Alfonso Aguayo Saladin,M,1.89,82.0
1213,Norisbeth Isais Agudo Gonzlez,F,1.63,55.0
1214,Eric Agueh,M,1.8,72.0
1218,Pedro Luciano Agero Ceballos,M,1.65,60.0
1219,Rubn Jos Agero,M,1.91,78.0
1220,Sergio Leonel Agero del Castillo,M,1.72,74.0
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,1.75,70.0
1223,Anoumou Aguiar,M,1.72,67.0
1224,Gonzalo Aguiar Martnez,M,1.75,62.0
1226,Luis M. Aguiar Donatti,M,1.9,90.0
1227,Rubn Humberto Aguiar,M,1.67,64.0
1230,Barry Aguibou,M,1.71,51.0
1231,Claudio S. guila,M,1.91,82.0
1232,Judith guila Hernndez,F,1.92,80.0
1233,Alberto Martn Aguilar Surez,M,1.94,80.0
1234,Alessandra Aguilar Morn,F,1.65,50.0
1235,Andreas Aguilar,M,1.68,67.0
1236,Andrey Alberto Aguilar Komissarov,M,1.78,72.0
1237,Antonio Aguilar Chastellain,M,1.79,77.0
1239,Eduardo Aguilar Estrada,M,1.73,71.0
1240,"Elisabeth ""Elisa"" Aguilar Lpez",F,1.72,75.0
1241,Enrique Aguilar Zermeno,M,1.57,54.0
1242,Evelis Jazmin Aguilar Torres,F,1.73,64.0
1243,Felipe Aguilar Mendoza,M,1.91,72.0
1244,Felipe Aguilar Schler,M,1.7,72.0
1245,Fernando Aguilar Camacho,M,1.78,64.0
1246,Florencio Aguilar Mejia,M,1.68,62.0
1247,Iaki Aguilar Vicente,M,1.89,82.0
1248,Irving Jaime Aguilar Robles,M,1.73,64.0
1249,Jos Aguilar Pulsn,M,1.73,64.0
1250,Juan Aguilar,M,1.74,75.0
1251,Karel Aguilar Chacn,M,1.75,85.0
1252,Luis Enrique Aguilar Brenes,M,1.79,71.0
1253,Luis Aguilar,M,1.83,85.0
1254,Macarena Aguilar Daz,F,1.7,67.0
1256,Mario David Aguilar,M,1.77,78.0
1257,Maximiliano Aguilar Salazar,M,1.61,70.0
1258,Michael Aguilar,M,1.78,77.0
1259,"Natalia Irina ""Natasha"" Aguilar Komissarova",F,1.63,54.0
1260,Domingo Omar Aguilar Cardenas,M,1.71,62.0
1261,Rafael Aguilar Morillo,M,1.78,74.0
1262,Sandra Aguilar Navarro,F,1.67,50.0
1263,Severino Aguilar Fruto,M,1.64,70.0
1265,Yulenmis Aguilar Martnez,F,1.65,66.0
1266,Ana Carolina Aguilera,F,1.61,53.0
1268,Esteban Aguilera Leiva,M,1.69,60.0
1269,Jessica Carolina Aguilera Aguilera,F,1.67,57.0
1270,Jorge Luis Aguilera Ruiz,M,1.72,64.0
1271,Tomas Alonso Aguilera Armendariz,M,2.02,95.0
1272,Yosvany Aguilera Zamora,M,1.63,54.0
1273,Lua del Mar Aguili Ribera,F,1.7,67.0
1274,Julen Aguinagalde Akizu,M,1.96,113.0
1275,Carlos Aguirre,M,1.83,72.0
1276,Carlos Aguirre,M,1.78,64.0
1277,Carolina Aguirre Giraldo,F,1.6,59.0
1278,Damaris Gabriela Aguirre Aldaz,F,1.63,75.0
1279,rick Germain Aguirre Tafolla,M,1.7,60.0
1281,Gabriela Aguirre,F,1.64,58.0
1282,Gustavo Hernando Aguirre,M,1.85,75.0
1283,Jeinkler Ernesto Aguirre Manso,M,1.65,57.0
1287,Jos Luis Aguirre Arruti,M,1.86,82.0
1290,Marcelo Vctor Aguirre,M,1.74,66.0
1292,Ordan Ramn Aguirre,M,1.7,65.0
1294,William Duilio Aguirre Villavicencio,M,1.73,65.0
1297,Matas Aguirregaray Guruceaga,M,1.83,78.0
1298,Diego Aguirregomezcorta,M,1.9,83.0
1299,Mikel Aguirrezabalaga Garca,M,1.96,92.0
1300,Marianne Agulhon,F,1.7,56.0
1301,Sri Wahyuni Agustiani,F,1.47,47.0
1302,Agustn Rodrguez Santiago,M,1.91,85.0
1304,Gurn Fema gstsdttir,F,1.66,56.0
1305,Jos Agut Bonfills,M,1.78,68.0
1306,Lameck Aguta Orero,M,1.73,59.0
1307,Albert Agyemang,M,1.69,70.0
1308,Joseph Agyemang-Gyau,M,1.68,69.0
1309,Francis Keita Agyepong,M,1.79,73.0
1310,"Jacqueline Nana A. D. ""Jackie"" Agyepong",F,1.72,63.0
1311,"Nicholas Mark ""Nick"" A'Hern",M,1.69,61.0
1312,Michael H. G. Ah Matt,M,1.88,73.0
1313,Robyn Mokihana Ah Mow-Santos,F,1.72,67.0
1314,Juliette Chantal Ah-Wan,F,1.55,57.0
1315,Sabiahmad Abdullah Ahad,M,1.68,68.0
1316,Feta Ahamada,F,1.6,50.0
1317,Younes Al-Ahamdi,M,1.67,60.0
1318,Joseph Ahanda,M,1.6,54.0
1319,Clarice Ahanotu,F,1.65,51.0
1320,Kelsie Ahbe,F,1.7,63.0
1321,"Daniel William ""Dan"" Ahearn (Ahearne-)",M,1.78,69.0
1323,"Timothy Joseph ""Tim"" Ahearne",M,1.7,57.0
1326,"Michael Kofi ""Mike"" Ahey",M,1.96,72.0
1327,Koku Mensah Ahiaku,M,1.75,69.0
1329,Lahcen Ahidous,M,1.88,84.0
1330,Augustine Ahinful,M,1.77,74.0
1332,Toivo Eemil Ahjopalo (Andelin-),M,1.74,69.0
1333,Bruno Valfrid Ahlberg,M,1.68,69.5
1334,Flemming Ahlberg,M,1.75,63.0
1338,Erik Torsten Ahldn,M,1.82,67.0
1343,Emilio Leodegardo Ahlers Salome,M,1.79,81.0
1344,Jos Pablo A. Ahlers Henderson,M,1.81,80.0
1345,"Maria ""Ria"" Ahlers (-Steenpaal)",F,1.87,68.0
1347,Alexis Malkolm Ahlgren,M,1.58,56.0
1351,Mats Lennart Ahlgren,M,1.9,80.0
1353,Erik Lennart Ahlin,M,1.85,78.0
1354,Johanna Maria Helne Ahlm,F,1.75,69.0
1356,Christian Ahlmann,M,1.89,80.0
1360,Tor Ahlsand,M,1.86,78.0
1361,Per Egil Ahlsen,M,1.82,75.0
1363,Bengt Anders Ahlstrm,M,1.8,72.0
1366,Jitendarjit Singh Ahluwalia,M,1.79,69.0
1368,Bashir Ahmad,M,1.75,65.0
1369,Ibrahim Ahmad,M,1.77,70.0
1370,"Sheikh Mahmood ""Joe"" Ahmad",M,1.77,63.0
1371,Maqsood Ahmad,M,1.78,60.0
1372,Mohamed Ahmad Ali Gharib Juma,M,1.78,73.0
1373,Ramli Ahmad,M,1.75,67.0
1374,Tontowi Ahmad,M,1.79,72.0
1375,Waseem Ahmad,M,1.65,64.0
1376,Yahya Ahmad,M,1.46,57.0
1377,Elaheh Ahmadi,F,1.6,62.0
1378,Arne Per hman,M,1.76,64.0
1379,Jrg Ahmann,M,1.9,88.0
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,1.72,52.0
1381,Abdalla Ahmed,M,1.98,72.0
1382,Abdel Latif Ahmed,M,2.02,90.0
1384,Abdullah Ali Ahmed,M,1.81,73.0
1385,Adnan Ahmed,M,1.74,70.0
1387,Alaa Ahmed Khdhayir,M,1.7,69.0
1388,Alaa El-Din Ahmed,M,1.89,91.0
1389,Muhammad Ashfaq Ahmed,M,1.62,62.0
1390,Azneem Ahmed,M,1.69,65.0
1391,Bashir Ahmed,M,1.71,67.0
1392,Esraa Ahmed El-Sayed,F,1.5,63.0
1394,Ghofran Ahmed Zaki,M,1.92,68.0
1398,Heba Ahmed,F,1.76,72.0
1400,Ishtiaq Ahmed,M,1.7,62.0
1401,Mahmoud Ahmed,M,1.84,82.0
1402,Manzoor Ahmed,M,1.69,75.0
1404,Mohammed Abdul Elah Ahmed,M,1.7,61.0
1405,Mohammed Ahmed,M,1.82,56.0
1406,Muhammad Anis Ahmed,M,1.77,74.0
1407,Mumtaz Ahmed,M,1.78,79.0
1408,Mushtaq Ahmed,M,1.7,70.0
1409,Mushtaq Ahmed,M,1.73,61.0
1410,Nasir Ahmed,M,1.65,65.0
1412,Riaz Ahmed,M,1.5,70.0
1413,Samia Mohamed Hagrass Ahmed,F,1.7,57.0
1414,Shahbaz Ahmed,M,1.75,61.0
1416,Shamha Ahmed,F,1.5,42.0
1417,Shehabeldin Ahmed Saad Ahmed Saad,M,1.74,73.0
1418,Sohail Ahmed,M,1.74,57.0
1419,Zemzem Ahmed Deko,F,1.7,53.0
1420,Ehab Fuad Ahmed Nagi,M,1.75,65.0
1426,Aimo Antero Aho,M,1.86,91.5
1427,Matti Olavi Aho,M,1.81,82.5
1428,Paavo Aho,M,1.8,63.0
1430,Seppo Risto Aho,M,1.74,70.0
1431,Viljo Johannes Aho,M,1.74,68.5
1433,Juha Matti Ahokas,M,1.89,116.0
1434,Kouame Calixte Aholou,M,1.74,65.0
1436,Leo Vilhelm Ahonen,M,1.97,96.0
1438,Odile Ahouanwanou,F,1.78,71.0
1439,Murielle Ahour,F,1.65,58.0
1440,Herwig Ahrendsen,M,1.8,77.0
1441,Erich Ahrendt,M,1.74,81.0
1442,Peter Ahrendt,M,1.69,66.0
1443,Brigitte Ahrenholz,F,1.78,85.0
1444,"Christian ""Chris"" Ahrens",M,1.95,97.0
1445,Gaby Diana Ahrens,F,1.69,60.0
1447,Marlene Ahrens Ostertag (-Ebensperger),F,1.76,70.0
1448,Stefan Ahrens,M,1.78,70.0
1449,Thomas Ahrens,M,1.63,50.0
1451,Mohammad Ahsan,M,1.73,72.0
1453,Nicole Ahsinger,F,1.63,58.0
1460,Johannes Ahun,M,1.87,76.0
1461,Viktor Ahven,M,1.87,103.0
1462,Michelle-Lee Raquel Ahye,F,1.6,64.0
1463,Ai Linuer,M,1.6,62.0
1464,Ai Yanhan,F,1.68,54.0
1465,Jrmy Aicardi,M,1.78,83.0
1466,Matteo Aicardi,M,1.92,102.0
1467,Mara Magdalena Aicega Amicarelli,F,1.65,60.0
1468,Mohamed Al-Aich,M,1.85,73.0
1470,Utz Aichinger,M,1.8,78.0
1472,Vlad-Drago Aicoboae,M,1.97,91.0
1473,Hideaki Aida,M,1.75,71.0
1474,Chrif Baba Aidara,M,1.77,70.0
1476,Mehdi Aidet,M,1.72,65.0
1477,Neringa Aidietyt,F,1.77,60.0
1478,Rosaria Aiello,F,1.72,74.0
1479,Pasquale Aiese,M,1.76,76.0
1481,Hannes Aigner,M,1.83,75.0
1482,"Ingeborg ""Inge"" Aigner (-Weichert)",F,1.72,67.0
1483,Nobuyuki Aihara,M,1.54,53.0
1485,Yutaka Aihara,M,1.56,55.0
1487,Ryoji Aikawa,M,1.83,85.0
1488,Harry Leslie Aikines-Aryeetey,M,1.8,87.0
1490,Clelia Ailara,F,1.69,61.0
1491,Alessandro Aimar,M,1.78,68.0
1497,Djamel Ainaoui,M,1.75,58.0
1498,"Charles Benedict ""Ben"" Ainslie",M,1.83,90.0
1499,Ian Richard Ainslie,M,1.9,89.0
1500,Kurt Harold Ainsworth,M,1.87,84.0
1502,Sophie Claire Ainsworth,F,1.73,68.0
1504,Armi Ursula Airaksinen (-Bveryd),F,1.66,59.0
1506,Mauro Gabriel Airez,M,1.88,70.0
1507,Markku Erkki Airio,M,1.88,96.5
1511,Michael Christopher Aish,M,1.75,60.0
1512,Robin Allingham Aisher,M,1.85,85.0
1513,Nicolas Assat,M,1.75,61.0
1514,Tassadit Assou,F,1.84,80.0
1516,Rachid Ait Atmane,M,1.9,76.0
1517,Hamid Ait Bighrade,M,1.64,54.0
1518,Kamel Ait Daoud,M,1.8,70.0
1519,Anasse At El Abdia,M,1.8,66.0
1520,Miloud Ait Hammi,M,1.78,69.0
1521,"Amina ""Mina"" At Hammou",F,1.66,52.0
1522,Seltana At Hammou,F,1.63,48.0
1523,Makhlouf Ait Hocine,M,1.82,79.0
1525,Zied Ait Ouagram,M,1.91,75.0
1526,Samir At Sad,M,1.67,65.0
1527,Souad At Salem (-Mahour-Bacha),F,1.58,50.0
1529,Fiorella Ata Junek,F,1.7,65.0
1534,Brett Aitken,M,1.73,65.0
1535,Kiera Leigh Aitken,F,1.67,55.0
1539,Marina Aleksandrovna Aitova (Korzhova-),F,1.77,58.0
1540,Artur Surenovych Aivazian,M,1.77,88.0
1541,Yakubu Aiyegbeni,M,1.7,79.0
1544,Marion Aizpors,F,1.8,67.0
1545,Hctor Aizpuro,M,1.81,82.0
1546,Eirini Andili,F,1.67,45.0
1550,Irene Ajambo,F,1.63,69.0
1551,"Oluwafemi ""Junior"" Ajayi",M,1.72,79.0
1552,Kikelomo Ajayi,F,1.64,57.0
1553,Astrit Ajdarevi,M,1.9,80.0
1554,Omar Ajete Iglesias,M,1.75,93.0
1555,Geard Ajetovi,M,1.7,67.0
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,1.85,75.0
1557,Naasan Ajjoub,M,1.72,91.0
1558,Salem Ajjoub,M,1.75,90.0
1559,Zita Ajkler,F,1.7,56.0
1561,Mobolade Abimbola Ajomale,M,1.8,62.0
1562,Olusegun Ajose,M,1.65,63.0
1563,Benedicta Ajudua,F,1.55,57.0
1564,Chioma Ajunwa (-Opara),F,1.64,57.0
1565,Ahmet Ak,M,1.63,60.0
1566,Kouadio Vincent Aka-Akesse,M,1.8,96.0
1567,Yukiko Akaba,F,1.58,43.0
1568,William Michael Jeffrey Akabi-Davis,M,1.87,58.0
1569,Kriss Kezie Uche Chukwu Duru Akabusi,M,1.85,81.0
1570,Ali Akacha,M,1.85,80.0
1571,Chieko Akagi,F,1.65,59.0
1573,Norihiro Akahoshi,M,1.7,65.0
1574,Kosei Akaishi,M,1.72,74.0
1575,Stella Akakpo,F,1.66,60.0
1576,Toshiro Akamatsu,M,1.62,56.0
1582,Peter Akatsa,M,1.63,72.0
1583,Hiroyuki Akatsuka,M,1.67,65.0
1584,Aleksey Nikolayevich Akatyev,M,1.84,68.0
1585,Taju Akay,M,1.94,81.0
1587,zdemir Akbal,M,1.78,58.0
1588,Salman Akbar,M,1.8,85.0
1589,Waqar Akbar,M,1.72,58.0
1590,Ahmed Akbari Javid,M,1.78,75.0
1591,Ali Akbarnejad,M,1.7,72.0
1592,Egamnazar Akbarov,M,1.72,73.0
1597,smail Akay,M,1.78,61.0
1599,Meryem (Mirriam Jepchirchir-) Akda (Mayo-),F,1.71,51.0
1600,Tark Langat Akda,M,1.76,60.0
1601,Vehbi Akda,M,1.68,62.0
1602,Ahmet Akdilek,M,1.78,67.0
1603,lknur Akdoan,F,1.7,58.0
1604,Metin Akdurak,M,1.87,85.0
1606,Patsy Serafina Akeli,F,1.75,89.0
1608,Peter Dag Torsten kerberg,M,1.73,67.0
1609,Thomas Carl Torsten kerberg,M,1.8,70.0
1610,Anne Carita kerblom (-Vainio-),F,1.85,83.5
1614,Rainer Robert kerfelt,M,1.77,74.0
1615,Rolf Rafael kerfelt,M,1.8,73.0
1616,Marcus Ricard kerholm,M,1.79,86.0
1620,Bruce Robert Akers,M,1.65,74.0
1622,Michelle Anne Akers,F,1.78,68.0
1623,Stephen George Akers,M,1.9,82.0
1624,Carl Arne Wilhelm kerson,M,1.83,81.0
1631,Bilal Akgl,M,1.67,59.0
1632,brahim Akgl,M,1.63,57.0
1633,Sezer Akgl,M,1.6,55.0
1634,Taha Akgl,M,1.92,125.0
1636,Svitlana Viktorivna Akhadova,F,1.7,69.0
1637,Yelena Rabigovna Akhaminova (-Sokolovskaya),F,1.81,80.0
1638,Joseph Mukuku Akhasamba,M,1.83,80.0
